EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,D2020,D2030,D2040,D2050,D2060,D2070
761,ELSA,MUNICIPAL,M,HIDALGO,N,832,987,1150,1322,1504,1683
762,ENCINAL WSC,MUNICIPAL,L,LA SALLE,N,214,229,243,261,279,295
763,EULESS,MUNICIPAL,C,TARRANT,N,9062,9298,9116,9016,8997,8996
764,EUSTACE,MUNICIPAL,C,HENDERSON,N,126,132,140,203,263,315
765,EVERMAN,MUNICIPAL,C,TARRANT,N,529,527,513,501,499,499
767,FAIRFIELD,MUNICIPAL,C,FREESTONE,N,955,948,987,1730,2073,2786
769,FAIRVIEW,MUNICIPAL,C,COLLIN,N,4498,5162,6871,7146,7223,7222
770,FALFURRIAS,MUNICIPAL,N,BROOKS,N,1639,1668,1703,1745,1790,1852
772,FALLS CITY,MUNICIPAL,L,KARNES,N,141,142,140,139,139,139
773,FARMERS BRANCH,MUNICIPAL,C,DALLAS,N,9031,9448,9901,10446,11020,11606
774,FARMERSVILLE,MUNICIPAL,C,COLLIN,N,1036,2504,5665,8640,12276,17744
775,FARWELL,MUNICIPAL,O,PARMER,N,393,426,457,490,531,569
776,FAYETTE WSC,MUNICIPAL,K,FAYETTE,N,722,803,857,905,945,978
777,FERN BLUFF MUD,MUNICIPAL,G,WILLIAMSON,N,1187,1175,1168,1163,1161,1161
778,FERRIS,MUNICIPAL,C,DALLAS,Y,1,2,2,3,3,4
778,FERRIS,MUNICIPAL,C,ELLIS,Y,460,787,1069,1206,1348,1492
779,FILES VALLEY WSC,MUNICIPAL,C,ELLIS,Y,116,143,175,223,273,332
779,FILES VALLEY WSC,MUNICIPAL,G,HILL,Y,389,402,410,423,434,441
781,FLATONIA,MUNICIPAL,K,FAYETTE,N,346,386,412,435,455,470
782,FLO COMMUNITY WSC,MUNICIPAL,C,FREESTONE,Y,58,60,62,63,65,66
782,FLO COMMUNITY WSC,MUNICIPAL,H,LEON,Y,334,384,436,490,550,611
783,FLORENCE,MUNICIPAL,G,WILLIAMSON,N,130,132,137,144,154,166
784,FLORESVILLE,MUNICIPAL,L,WILSON,N,1933,2335,2731,3094,3447,3767
785,FLOWER MOUND,MUNICIPAL,C,DENTON,Y,18988,20956,21288,21714,22184,22855
785,FLOWER MOUND,MUNICIPAL,C,TARRANT,Y,61,67,67,67,67,67
786,FLOYDADA,MUNICIPAL,O,FLOYD,N,572,554,546,545,544,544
787,FOREST HILL,MUNICIPAL,C,TARRANT,N,1359,1377,1445,1699,2159,2811
788,FORNEY LAKE WSC,MUNICIPAL,C,KAUFMAN,Y,1137,1391,1666,2083,3552,5102
788,FORNEY LAKE WSC,MUNICIPAL,C,ROCKWALL,Y,124,153,188,223,267,312
789,FORT BELKNAP WSC,MUNICIPAL,G,STEPHENS,Y,6,6,6,5,6,6
789,FORT BELKNAP WSC,MUNICIPAL,G,THROCKMORTON,Y,20,20,19,19,19,19
789,FORT BELKNAP WSC,MUNICIPAL,G,YOUNG,Y,430,440,445,457,471,487
794,FORT BEND COUNTY MUD 23,MUNICIPAL,H,FORT BEND,N,1319,1389,1429,1470,1512,1558
795,FORT BEND COUNTY MUD 25,MUNICIPAL,H,FORT BEND,N,1539,1522,1523,1536,1559,1587
803,FORT BLISS WATER SERVICES,MUNICIPAL,E,EL PASO,N,4881,4921,5024,5182,5331,5481
804,FORT CLARK SPRINGS MUD,MUNICIPAL,J,KINNEY,N,618,616,612,610,609,609
805,FORT DAVIS WSC,MUNICIPAL,E,JEFF DAVIS,N,319,314,309,307,307,307
807,FORT HOOD,MUNICIPAL,G,BELL,Y,3874,3850,3815,3809,3804,3804
807,FORT HOOD,MUNICIPAL,G,CORYELL,Y,3206,3138,3094,3089,3085,3084
808,FORT STOCKTON,MUNICIPAL,F,PECOS,N,4841,5172,5548,5813,6067,6300
809,DOUGLAS UTILITY,MUNICIPAL,H,HARRIS,N,234,222,213,213,213,215
812,FRANKLIN,MUNICIPAL,G,ROBERTSON,N,274,291,330,379,439,509
813,FRANKSTON,MUNICIPAL,I,ANDERSON,Y,238,240,238,235,235,235
813,FRANKSTON,MUNICIPAL,I,HENDERSON,Y,8,12,16,20,24,27
814,FREDERICKSBURG,MUNICIPAL,K,GILLESPIE,N,3351,3543,3703,3911,4118,4322
815,FREEPORT,MUNICIPAL,H,BRAZORIA,N,1471,1492,1515,1556,1617,1682
816,FREER WCID,MUNICIPAL,N,DUVAL,N,687,712,733,755,776,794
817,FRIENDSWOOD,MUNICIPAL,H,GALVESTON,Y,5569,5769,6047,6395,6815,7290
817,FRIENDSWOOD,MUNICIPAL,H,HARRIS,Y,2020,2407,2647,2935,3200,3499
818,FRIONA,MUNICIPAL,O,PARMER,N,801,864,922,985,1067,1143
819,FRISCO,MUNICIPAL,C,COLLIN,Y,27373,28159,33122,47994,56265,60316
819,FRISCO,MUNICIPAL,C,DENTON,Y,18353,22963,28846,29181,29523,29639
820,FRITCH,MUNICIPAL,A,HUTCHINSON,Y,592,598,591,589,588,588
820,FRITCH,MUNICIPAL,A,MOORE,Y,3,3,3,4,4,4
822,FULSHEAR,MUNICIPAL,H,FORT BEND,N,1856,2765,2891,2888,2887,2884
825,GALENA PARK,MUNICIPAL,H,HARRIS,N,841,806,779,774,789,804
828,GANADO,MUNICIPAL,P,JACKSON,N,237,236,232,231,231,233
829,GARDEN RIDGE,MUNICIPAL,L,COMAL,N,1785,2108,2505,2655,3051,3432
830,GARRISON,MUNICIPAL,I,NACOGDOCHES,N,252,277,302,331,363,397
831,GASTONIA SCURRY SUD,MUNICIPAL,C,KAUFMAN,N,710,880,1058,1354,2265,3533
832,GATESVILLE,MUNICIPAL,G,CORYELL,N,4301,4801,5377,5897,6472,7050
833,GEORGE WEST,MUNICIPAL,N,LIVE OAK,N,435,424,414,411,410,410
834,GEORGETOWN,MUNICIPAL,G,BELL,Y,652,758,870,982,1094,1204
834,GEORGETOWN,MUNICIPAL,G,WILLIAMSON,Y,26115,34121,42521,52549,63820,76998
834,GEORGETOWN,MUNICIPAL,K,BURNET,Y,84,100,114,128,140,150
835,GHOLSON WSC,MUNICIPAL,G,HILL,Y,89,96,102,109,117,125
835,GHOLSON WSC,MUNICIPAL,G,MCLENNAN,Y,232,250,265,284,304,325
836,GIDDINGS,MUNICIPAL,G,LEE,N,1154,1268,1328,1347,1364,1374
837,GILL WSC,MUNICIPAL,D,HARRISON,Y,187,191,198,215,234,258
837,GILL WSC,MUNICIPAL,I,PANOLA,Y,94,93,91,92,93,94
838,GILMER,MUNICIPAL,D,UPSHUR,N,1123,1184,1237,1301,1368,1432
839,GLADEWATER,MUNICIPAL,D,GREGG,Y,731,778,838,913,1006,1113
839,GLADEWATER,MUNICIPAL,D,UPSHUR,Y,444,466,486,510,537,562
840,GLEN ROSE,MUNICIPAL,G,SOMERVELL,N,605,663,703,736,767,792
841,GLENN HEIGHTS,MUNICIPAL,C,DALLAS,Y,1513,2002,2516,3083,3644,4783
841,GLENN HEIGHTS,MUNICIPAL,C,ELLIS,Y,424,524,646,827,1013,1544
842,GODLEY,MUNICIPAL,G,JOHNSON,N,102,111,121,134,148,164
844,GOLDTHWAITE,MUNICIPAL,K,MILLS,N,400,403,406,418,433,451
845,GOLIAD,MUNICIPAL,L,GOLIAD,N,460,506,535,548,558,565
846,GONZALES,MUNICIPAL,L,GONZALES,N,2059,2223,2381,2581,2796,3024
847,GONZALES COUNTY WSC,MUNICIPAL,L,CALDWELL,Y,54,65,76,87,98,110
847,GONZALES COUNTY WSC,MUNICIPAL,L,DEWITT,Y,105,107,108,109,110,110
847,GONZALES COUNTY WSC,MUNICIPAL,L,GONZALES,Y,1847,2001,2150,2334,2529,2736
847,GONZALES COUNTY WSC,MUNICIPAL,L,GUADALUPE,Y,29,35,41,46,52,58
848,GORMAN,MUNICIPAL,G,EASTLAND,N,94,91,87,87,86,86
850,GRAHAM,MUNICIPAL,G,YOUNG,N,2788,2891,2959,3052,3157,3262
851,GRANBURY,MUNICIPAL,G,HOOD,N,1738,2046,2267,2466,2627,2753
853,GRAND PRAIRIE,MUNICIPAL,C,DALLAS,Y,26811,32615,36061,35851,35799,35792
853,GRAND PRAIRIE,MUNICIPAL,C,ELLIS,Y,9,11,14,18,22,26
853,GRAND PRAIRIE,MUNICIPAL,C,TARRANT,Y,8366,8180,8079,8032,8021,8019
854,GRAND SALINE,MUNICIPAL,D,VAN ZANDT,N,387,388,387,392,400,408
855,GRANDVIEW,MUNICIPAL,G,JOHNSON,N,182,197,213,234,259,287
856,GRANGER,MUNICIPAL,G,WILLIAMSON,N,209,217,229,244,264,286
857,GRANITE SHOALS,MUNICIPAL,K,BURNET,N,578,646,701,765,877,1052
858,GRAPELAND,MUNICIPAL,I,HOUSTON,N,211,205,200,197,196,196
859,GRAPEVINE,MUNICIPAL,C,TARRANT,N,18406,18806,18665,18589,18574,18573
860,GREEN TRAILS MUD,MUNICIPAL,H,HARRIS,N,630,623,622,626,628,630
861,GREEN VALLEY SUD,MUNICIPAL,L,BEXAR,Y,364,393,423,456,490,522
861,GREEN VALLEY SUD,MUNICIPAL,L,COMAL,Y,51,61,73,84,97,109
861,GREEN VALLEY SUD,MUNICIPAL,L,GUADALUPE,Y,3962,5094,5912,6989,8264,9582
862,GREGORY,MUNICIPAL,N,SAN PATRICIO,N,339,344,348,354,357,360
863,GROESBECK,MUNICIPAL,G,LIMESTONE,N,688,677,667,665,668,665
864,GROOM MUNICIPAL WATER SYSTEM,MUNICIPAL,A,CARSON,N,177,174,172,171,171,171
865,GROVES,MUNICIPAL,I,JEFFERSON,N,2218,2141,2076,2051,2045,2045
866,GROVETON,MUNICIPAL,H,TRINITY,Y,67,69,67,64,66,69
866,GROVETON,MUNICIPAL,I,TRINITY,Y,55,57,55,53,55,57
867,GRUVER,MUNICIPAL,A,HANSFORD,N,350,380,407,431,457,481
868,GUM SPRINGS WSC,MUNICIPAL,D,HARRISON,N,770,787,813,871,947,1041
870,GUNTER,MUNICIPAL,C,GRAYSON,N,297,400,527,656,803,936
871,MARILEE SUD,MUNICIPAL,C,COLLIN,Y,675,665,669,666,665,665
871,MARILEE SUD,MUNICIPAL,C,GRAYSON,Y,458,490,512,510,509,509
873,HACKBERRY,MUNICIPAL,C,DENTON,N,452,578,730,902,1103,1332
874,HALE CENTER,MUNICIPAL,O,HALE,N,281,271,264,260,259,259
875,HALLETTSVILLE,MUNICIPAL,P,LAVACA,N,641,628,617,611,610,610
876,H & H WSC,MUNICIPAL,G,MCLENNAN,N,188,195,202,212,223,235
877,HALLSVILLE,MUNICIPAL,D,HARRISON,N,545,569,597,645,703,773
878,HALTOM CITY,MUNICIPAL,C,TARRANT,N,5238,5179,5260,5619,6039,6581
879,HAMILTON,MUNICIPAL,G,HAMILTON,N,512,508,497,490,489,489
880,HAMLIN,MUNICIPAL,G,JONES,N,423,435,444,458,468,478
881,HAPPY,MUNICIPAL,A,RANDALL,Y,10,11,12,13,14,16
881,HAPPY,MUNICIPAL,O,SWISHER,Y,99,100,100,98,102,105
883,HARDIN WSC,MUNICIPAL,H,LIBERTY,N,497,598,699,804,909,1010
884,HARKER HEIGHTS,MUNICIPAL,G,BELL,N,6099,7043,8042,9060,10087,11106
888,HARRIS COUNTY MUD 11,MUNICIPAL,H,HARRIS,N,332,329,332,339,351,364
890,HARRIS COUNTY MUD 132,MUNICIPAL,H,HARRIS,N,1065,1050,1036,1040,1042,1046
892,HARRIS COUNTY MUD 151,MUNICIPAL,H,HARRIS,N,1093,1086,1083,1082,1084,1088
893,HARRIS COUNTY MUD 152,MUNICIPAL,H,HARRIS,N,1090,1097,1122,1144,1163,1180
894,HARRIS COUNTY MUD 153,MUNICIPAL,H,HARRIS,N,1315,1298,1290,1286,1285,1287
895,HARRIS COUNTY MUD 154,MUNICIPAL,H,HARRIS,N,1043,1026,1030,1046,1072,1104
896,HARRIS COUNTY MUD 158,MUNICIPAL,H,HARRIS,N,681,661,645,636,634,634
897,HARRIS COUNTY MUD 180,MUNICIPAL,H,HARRIS,N,541,564,581,579,577,576
898,HARRIS COUNTY MUD 189,MUNICIPAL,H,HARRIS,N,357,362,374,387,401,417
902,HARRIS COUNTY MUD 345,MUNICIPAL,H,HARRIS,N,900,886,876,870,869,869
903,HARRIS COUNTY MUD 46,MUNICIPAL,H,HARRIS,N,618,606,596,591,590,590
904,HARRIS COUNTY MUD 5,MUNICIPAL,H,HARRIS,N,507,508,521,544,577,614
905,HARRIS COUNTY MUD 50,MUNICIPAL,H,HARRIS,N,396,381,384,388,388,390
907,HARRIS COUNTY MUD 55,MUNICIPAL,H,HARRIS,N,1430,1464,1483,1556,1666,1825
908,HARRIS COUNTY MUD 8,MUNICIPAL,H,HARRIS,N,487,464,445,444,442,442
909,HARRIS COUNTY UD 14,MUNICIPAL,H,HARRIS,N,217,238,258,283,313,359
910,HARRIS COUNTY UD 15,MUNICIPAL,H,HARRIS,N,521,552,601,595,593,593
911,HARRIS COUNTY WCID 1,MUNICIPAL,H,HARRIS,N,741,719,719,739,759,782
912,HARRIS COUNTY WCID 133,MUNICIPAL,H,HARRIS,N,674,656,664,703,756,815
918,HART MUNICIPAL WATER SYSTEM,MUNICIPAL,O,CASTRO,N,175,183,188,197,203,209
919,HASKELL,MUNICIPAL,G,HASKELL,N,504,494,484,482,488,499
920,HASLET,MUNICIPAL,C,TARRANT,N,570,1730,2513,4447,4443,4443
921,HAWKINS,MUNICIPAL,D,WOOD,N,362,370,370,377,381,384
923,HAWLEY WSC,MUNICIPAL,G,JONES,Y,369,369,367,369,377,384
923,HAWLEY WSC,MUNICIPAL,G,TAYLOR,Y,48,48,48,48,49,50
924,HEARNE,MUNICIPAL,G,ROBERTSON,N,759,898,1065,1062,1060,1060
925,HEATH,MUNICIPAL,C,ROCKWALL,N,3946,5563,6992,7078,7397,7718
926,JIM HOGG COUNTY WCID 2,MUNICIPAL,M,JIM HOGG,N,643,675,702,743,783,822
930,HEMPHILL,MUNICIPAL,I,SABINE,N,305,302,297,295,294,294
931,HEMPSTEAD,MUNICIPAL,H,WALLER,N,1303,1489,1702,1944,2218,2517
932,HENDERSON,MUNICIPAL,I,RUSK,N,3741,4098,4454,4859,5301,5764
933,HENRIETTA,MUNICIPAL,B,CLAY,N,664,669,657,650,649,649
934,HEREFORD,MUNICIPAL,O,DEAF SMITH,N,3857,4354,4917,5589,6136,6739
935,HEWITT,MUNICIPAL,G,MCLENNAN,N,3029,3393,3721,4071,4442,4811
938,HICKORY CREEK SUD,MUNICIPAL,C,COLLIN,Y,10,14,20,28,40,57
938,HICKORY CREEK SUD,MUNICIPAL,C,FANNIN,Y,30,31,33,34,37,41
938,HICKORY CREEK SUD,MUNICIPAL,D,HUNT,Y,425,596,835,1172,1658,2365
939,HICO,MUNICIPAL,G,HAMILTON,N,180,176,171,168,167,167
940,HIDALGO,MUNICIPAL,M,HIDALGO,N,1858,2253,2661,3079,3505,3923
941,HIDALGO COUNTY MUD 1,MUNICIPAL,M,HIDALGO,N,816,896,979,1063,1147,1228
942,HIGH POINT WSC,MUNICIPAL,C,KAUFMAN,Y,391,462,542,668,1003,1296
942,HIGH POINT WSC,MUNICIPAL,C,ROCKWALL,Y,51,61,73,88,132,172
943,HIGHLAND PARK,MUNICIPAL,C,DALLAS,N,4055,4139,4105,4090,4087,4087
944,HIGHLAND VILLAGE,MUNICIPAL,C,DENTON,N,3835,3972,3927,3902,3897,3897
947,HILLCREST VILLAGE,MUNICIPAL,H,BRAZORIA,N,120,117,114,113,113,113
948,HILLSBORO,MUNICIPAL,G,HILL,N,1987,2070,2122,2189,2251,2283
949,HILSHIRE VILLAGE,MUNICIPAL,H,HARRIS,N,196,203,216,238,263,290
950,HITCHCOCK,MUNICIPAL,H,GALVESTON,N,931,1059,1136,1202,1262,1312
952,HOLLAND,MUNICIPAL,G,BELL,N,108,106,103,103,104,105
953,HOLLIDAY,MUNICIPAL,B,ARCHER,N,231,255,262,259,258,258
956,HONDO,MUNICIPAL,L,MEDINA,N,2074,2233,2370,2499,2625,2738
957,HONEY GROVE,MUNICIPAL,C,FANNIN,N,292,284,277,275,274,274
958,HOOKS,MUNICIPAL,D,BOWIE,N,281,278,276,271,269,269
960,HOWE,MUNICIPAL,C,GRAYSON,N,274,306,339,370,416,464
961,HUBBARD,MUNICIPAL,G,HILL,N,156,157,157,162,167,169
963,HUDSON OAKS,MUNICIPAL,C,PARKER,N,1375,1875,1922,1919,1918,1918
964,HUDSON WSC,MUNICIPAL,I,ANGELINA,N,644,689,727,762,793,820
965,HUGHES SPRINGS,MUNICIPAL,D,CASS,Y,278,267,257,255,254,254
965,HUGHES SPRINGS,MUNICIPAL,D,MORRIS,Y,1,1,1,1,1,1
966,HUMBLE,MUNICIPAL,H,HARRIS,N,2715,3190,3530,3793,4004,4166
968,HUNTINGTON,MUNICIPAL,I,ANGELINA,N,254,259,264,271,281,291
969,HURST,MUNICIPAL,C,TARRANT,N,6696,6687,6551,6476,6463,6462
970,HUTCHINS,MUNICIPAL,C,DALLAS,N,2186,3033,3888,4748,5612,6479
971,HUTTO,MUNICIPAL,G,WILLIAMSON,N,2072,4211,4469,6602,9761,11868
972,IDALOU,MUNICIPAL,O,LUBBOCK,N,434,441,451,467,485,503
974,INGLESIDE,MUNICIPAL,N,SAN PATRICIO,N,1013,1024,1023,1026,1036,1044
978,IOWA PARK,MUNICIPAL,B,WICHITA,N,884,884,882,885,898,911
979,IRAAN,MUNICIPAL,F,PECOS,N,458,485,513,540,567,591
980,"IRRIGATION, ANDERSON",IRRIGATION,I,ANDERSON,N,657,657,657,657,657,657
981,"IRRIGATION, ANDREWS",IRRIGATION,F,ANDREWS,N,20365,20365,20365,20365,20365,20365
982,"IRRIGATION, ANGELINA",IRRIGATION,I,ANGELINA,N,779,779,779,779,779,779
983,"IRRIGATION, ARCHER",IRRIGATION,B,ARCHER,N,1251,1251,1251,1251,1251,1251
984,"IRRIGATION, ARMSTRONG",IRRIGATION,A,ARMSTRONG,N,6244,6244,6244,6244,6244,6244
985,"IRRIGATION, ATASCOSA",IRRIGATION,L,ATASCOSA,N,29946,29946,29946,29946,29946,29946
986,"IRRIGATION, AUSTIN",IRRIGATION,H,AUSTIN,N,6007,6007,6007,6007,6007,6007
987,"IRRIGATION, BAILEY",IRRIGATION,O,BAILEY,N,88108,88108,72000,63505,58659,55616
988,"IRRIGATION, BANDERA",IRRIGATION,J,BANDERA,N,946,946,946,946,946,946
989,"IRRIGATION, BASTROP",IRRIGATION,K,BASTROP,N,4280,4280,4280,4280,4280,4280
990,"IRRIGATION, BAYLOR",IRRIGATION,B,BAYLOR,N,4949,4949,4949,4949,4949,4949
991,"IRRIGATION, BEE",IRRIGATION,N,BEE,N,4425,4425,4425,4425,4425,4425
992,"IRRIGATION, BELL",IRRIGATION,G,BELL,N,2843,2843,2843,2843,2843,2843
993,"IRRIGATION, BEXAR",IRRIGATION,L,BEXAR,N,11926,11926,11926,11926,11926,11926
994,"IRRIGATION, BLANCO",IRRIGATION,K,BLANCO,N,1327,1327,1327,1327,1327,1327
995,"IRRIGATION, BORDEN",IRRIGATION,F,BORDEN,N,2949,2949,2949,2949,2949,2949
996,"IRRIGATION, BOSQUE",IRRIGATION,G,BOSQUE,N,3577,3577,3577,3577,3577,3577
997,"IRRIGATION, BOWIE",IRRIGATION,D,BOWIE,N,10373,10373,10373,10373,10373,10373
998,"IRRIGATION, BRAZORIA",IRRIGATION,H,BRAZORIA,N,90575,90575,90575,90575,90575,90575
999,"IRRIGATION, BRAZOS",IRRIGATION,G,BRAZOS,N,39243,39243,39243,39243,39243,39243
1000,"IRRIGATION, BREWSTER",IRRIGATION,E,BREWSTER,N,2006,2006,2006,2006,2006,2006
1001,"IRRIGATION, BRISCOE",IRRIGATION,O,BRISCOE,N,26417,26417,20687,17833,16225,15231
1002,"IRRIGATION, BROOKS",IRRIGATION,N,BROOKS,N,1161,1161,1161,1161,1161,1161
1003,"IRRIGATION, BROWN",IRRIGATION,F,BROWN,N,8125,8125,8125,8125,8125,8125
1004,"IRRIGATION, BURLESON",IRRIGATION,G,BURLESON,N,26804,26804,26804,26804,26804,26804
1005,"IRRIGATION, BURNET",IRRIGATION,K,BURNET,N,1498,1498,1498,1498,1498,1498
1006,"IRRIGATION, CALDWELL",IRRIGATION,L,CALDWELL,N,802,802,802,802,802,802
1007,"IRRIGATION, CALHOUN",IRRIGATION,L,CALHOUN,N,15839,15839,15839,15839,15839,15839
1008,"IRRIGATION, CALLAHAN",IRRIGATION,G,CALLAHAN,N,781,781,781,781,781,781
1009,"IRRIGATION, CAMERON",IRRIGATION,M,CAMERON,N,537217,519972,502725,485479,468233,450987
1010,"IRRIGATION, CARSON",IRRIGATION,A,CARSON,N,87289,87289,87289,87289,87289,87289
1012,"IRRIGATION, CASTRO",IRRIGATION,O,CASTRO,N,379863,379863,300493,253018,232579,222898
1013,"IRRIGATION, CHAMBERS",IRRIGATION,H,CHAMBERS,N,128320,128320,128320,128320,128320,128320
1014,"IRRIGATION, CHEROKEE",IRRIGATION,I,CHEROKEE,N,451,451,451,451,451,451
1015,"IRRIGATION, CHILDRESS",IRRIGATION,A,CHILDRESS,N,14142,14142,14142,14142,14142,14142
1016,"IRRIGATION, CLAY",IRRIGATION,B,CLAY,N,1629,1629,1629,1629,1629,1629
1017,"IRRIGATION, COCHRAN",IRRIGATION,O,COCHRAN,N,99449,99449,84800,75704,68156,62972
1018,"IRRIGATION, COKE",IRRIGATION,F,COKE,N,689,689,689,689,689,689
1019,"IRRIGATION, COLEMAN",IRRIGATION,F,COLEMAN,N,465,465,465,465,465,465
1020,"IRRIGATION, COLLIN",IRRIGATION,C,COLLIN,N,3340,3340,3340,3340,3340,3340
1021,"IRRIGATION, COLLINGSWORTH",IRRIGATION,A,COLLINGSWORTH,N,47471,42542,39713,38215,33451,33451
1022,"IRRIGATION, COLORADO",IRRIGATION,K,COLORADO,N,173112,168455,163924,159514,155223,151048
1023,"IRRIGATION, COMAL",IRRIGATION,L,COMAL,N,428,428,428,428,428,428
1024,"IRRIGATION, COMANCHE",IRRIGATION,G,COMANCHE,N,32117,32117,32117,32117,32117,32117
1025,"IRRIGATION, CONCHO",IRRIGATION,F,CONCHO,N,4902,4902,4902,4902,4902,4902
1026,"IRRIGATION, COOKE",IRRIGATION,C,COOKE,N,1100,1100,1100,1100,1100,1100
1027,"IRRIGATION, COTTLE",IRRIGATION,B,COTTLE,N,3926,3926,3926,3926,3926,3926
1029,"IRRIGATION, CROCKETT",IRRIGATION,F,CROCKETT,N,135,135,135,135,135,135
1030,"IRRIGATION, CROSBY",IRRIGATION,O,CROSBY,N,107583,107583,107583,85141,73840,67695
1031,"IRRIGATION, CULBERSON",IRRIGATION,E,CULBERSON,N,37863,37863,37863,37863,37863,37863
1032,"IRRIGATION, DALLAM",IRRIGATION,A,DALLAM,N,343830,343830,286928,228243,174217,174217
1033,"IRRIGATION, DALLAS",IRRIGATION,C,DALLAS,N,10122,10122,10122,10122,10122,10122
1034,"IRRIGATION, DAWSON",IRRIGATION,O,DAWSON,N,106312,106312,106312,91799,84126,79443
1035,"IRRIGATION, DEAF SMITH",IRRIGATION,O,DEAF SMITH,N,210016,210016,162701,138274,125446,118219
1036,"IRRIGATION, DELTA",IRRIGATION,D,DELTA,N,2396,2396,2396,2396,2396,2396
1037,"IRRIGATION, DENTON",IRRIGATION,C,DENTON,N,3003,3003,3003,3003,3003,3003
1038,"IRRIGATION, DEWITT",IRRIGATION,L,DEWITT,N,757,757,757,757,757,757
1039,"IRRIGATION, DICKENS",IRRIGATION,O,DICKENS,N,9039,9039,9039,9039,9039,9039
1040,"IRRIGATION, DIMMIT",IRRIGATION,L,DIMMIT,N,5601,5601,5601,5601,5601,5601
1041,"IRRIGATION, DONLEY",IRRIGATION,A,DONLEY,N,30910,30910,30910,30910,30910,30910
1042,"IRRIGATION, DUVAL",IRRIGATION,N,DUVAL,N,4042,4042,4042,4042,4042,4042
1043,"IRRIGATION, EASTLAND",IRRIGATION,G,EASTLAND,N,5031,5031,5031,5031,5031,5031
1044,"IRRIGATION, ECTOR",IRRIGATION,F,ECTOR,N,756,756,756,756,756,756
1045,"IRRIGATION, EDWARDS",IRRIGATION,J,EDWARDS,N,215,215,215,215,215,215
1046,"IRRIGATION, ELLIS",IRRIGATION,C,ELLIS,N,1367,1367,1367,1367,1367,1367
1047,"IRRIGATION, EL PASO",IRRIGATION,E,EL PASO,N,149570,149570,149570,149570,149570,149570
1048,"IRRIGATION, ERATH",IRRIGATION,G,ERATH,N,7026,7026,7026,7026,7026,7026
1049,"IRRIGATION, FALLS",IRRIGATION,G,FALLS,N,7448,7448,7448,7448,7448,7448
1050,"IRRIGATION, FANNIN",IRRIGATION,C,FANNIN,N,11553,11553,11553,11553,11553,11553
1051,"IRRIGATION, FAYETTE",IRRIGATION,K,FAYETTE,N,828,828,828,828,828,828
1052,"IRRIGATION, FISHER",IRRIGATION,G,FISHER,N,4680,4680,4680,4680,4680,4680
1053,"IRRIGATION, FLOYD",IRRIGATION,O,FLOYD,N,128837,128837,102500,88789,80896,76235
1054,"IRRIGATION, FOARD",IRRIGATION,B,FOARD,N,3213,3213,3213,3213,3213,3213
1055,"IRRIGATION, FORT BEND",IRRIGATION,H,FORT BEND,N,30600,30600,30600,30600,30600,30600
1056,"IRRIGATION, FREESTONE",IRRIGATION,C,FREESTONE,N,569,569,569,569,569,569
1057,"IRRIGATION, FRIO",IRRIGATION,L,FRIO,N,78183,78183,78183,78183,78183,78183
1058,"IRRIGATION, GAINES",IRRIGATION,O,GAINES,N,362482,362482,328442,306787,291887,282438
1059,"IRRIGATION, GALVESTON",IRRIGATION,H,GALVESTON,N,5105,5105,5105,5105,5105,5105
1060,"IRRIGATION, GARZA",IRRIGATION,O,GARZA,N,10353,10353,10353,10353,10353,10353
1061,"IRRIGATION, GILLESPIE",IRRIGATION,K,GILLESPIE,N,2383,2383,2383,2383,2383,2383
1062,"IRRIGATION, GLASSCOCK",IRRIGATION,F,GLASSCOCK,N,51254,51254,51254,51254,51254,51254
1063,"IRRIGATION, GOLIAD",IRRIGATION,L,GOLIAD,N,2839,2839,2839,2839,2839,2839
1064,"IRRIGATION, GONZALES",IRRIGATION,L,GONZALES,N,5127,5127,5127,5127,5127,5127
1065,"IRRIGATION, GRAY",IRRIGATION,A,GRAY,N,32289,32289,32289,32289,32289,32289
1066,"IRRIGATION, GRAYSON",IRRIGATION,C,GRAYSON,N,4477,4477,4477,4477,4477,4477
1068,"IRRIGATION, GUADALUPE",IRRIGATION,L,GUADALUPE,N,1136,1136,1136,1136,1136,1136
1069,"IRRIGATION, HALE",IRRIGATION,O,HALE,N,310542,310542,266277,244333,233354,227568
1070,"IRRIGATION, HALL",IRRIGATION,A,HALL,N,31792,31792,31792,31792,31792,31792
1071,"IRRIGATION, HAMILTON",IRRIGATION,G,HAMILTON,N,694,694,694,694,694,694
1072,"IRRIGATION, HANSFORD",IRRIGATION,A,HANSFORD,N,171900,171900,171900,171900,171900,171900
1073,"IRRIGATION, HARDEMAN",IRRIGATION,B,HARDEMAN,N,12498,12498,12498,12498,12498,12498
1074,"IRRIGATION, HARDIN",IRRIGATION,I,HARDIN,N,989,989,989,989,989,989
1075,"IRRIGATION, HARRIS",IRRIGATION,H,HARRIS,N,9440,9440,9440,9440,9440,9440
1076,"IRRIGATION, HARRISON",IRRIGATION,D,HARRISON,N,701,701,701,701,701,701
1077,"IRRIGATION, HARTLEY",IRRIGATION,A,HARTLEY,N,406990,406990,345197,283865,226681,226681
1078,"IRRIGATION, HASKELL",IRRIGATION,G,HASKELL,N,58239,58239,56022,56188,57281,57281
1079,"IRRIGATION, HAYS",IRRIGATION,K,HAYS,Y,525,525,525,525,525,525
