EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,P2020,P2030,P2040,P2050,P2060,P2070
683,CRYSTAL SYSTEMS TEXAS,MUNICIPAL,D,SMITH,Y,3026,3384,3812,4324,4950,5715
683,CRYSTAL SYSTEMS TEXAS,MUNICIPAL,I,SMITH,Y,1317,1657,2000,2372,2758,3166
684,CUERO,MUNICIPAL,L,DEWITT,N,6892,7122,7236,7341,7410,7458
685,CULLEOKA WSC,MUNICIPAL,C,COLLIN,N,5500,5787,8739,10615,12000,15000
686,CUMBY,MUNICIPAL,D,HOPKINS,N,1044,1212,1363,1496,1660,1755
687,CUSHING,MUNICIPAL,I,NACOGDOCHES,N,924,1037,1150,1270,1396,1528
688,CUT & SHOOT,MUNICIPAL,H,MONTGOMERY,N,4145,4493,5268,6292,7649,9442
690,DAINGERFIELD,MUNICIPAL,D,MORRIS,N,2602,2650,2702,2782,2845,2908
691,DAISETTA,MUNICIPAL,H,LIBERTY,N,1103,1242,1375,1508,1635,1757
692,DALHART,MUNICIPAL,A,DALLAM,Y,5986,6741,7534,8317,9069,9794
692,DALHART,MUNICIPAL,A,HARTLEY,Y,2816,2923,2980,3021,3058,3087
694,DALWORTHINGTON GARDENS,MUNICIPAL,C,TARRANT,N,2298,2350,2401,2451,2501,2549
695,DANBURY,MUNICIPAL,H,BRAZORIA,N,1722,1722,1722,1723,1723,1724
697,DAWSON,MUNICIPAL,C,NAVARRO,N,893,934,975,1016,1057,1100
698,DAYTON,MUNICIPAL,H,LIBERTY,N,10759,13971,17028,20094,23028,25832
699,DE KALB,MUNICIPAL,D,BOWIE,N,1711,1748,1769,1780,1803,1827
700,DE LEON,MUNICIPAL,G,COMANCHE,N,2296,2387,2448,2529,2597,2662
703,DEAN WSC,MUNICIPAL,I,SMITH,N,4725,4905,5087,5281,5480,5683
704,DECATUR,MUNICIPAL,C,WISE,N,8509,11740,15254,19752,23227,27002
705,DEER PARK,MUNICIPAL,H,HARRIS,N,32929,34822,36276,37869,39115,40308
706,DENISON,MUNICIPAL,C,GRAYSON,N,27340,30410,30768,33805,39346,52403
707,DENTON COUNTY FWSD 1-A,MUNICIPAL,C,DENTON,N,14000,25021,30000,30000,30000,30000
708,DENVER CITY,MUNICIPAL,O,YOAKUM,N,5072,5736,6327,6955,7618,8249
711,DEVINE,MUNICIPAL,L,MEDINA,N,4425,4639,4822,4981,5125,5250
713,DIBOLL,MUNICIPAL,I,ANGELINA,N,5646,6041,6372,6675,6946,7186
715,DILLEY,MUNICIPAL,L,FRIO,N,4623,5095,5506,5901,6258,6579
716,DIMMITT,MUNICIPAL,O,CASTRO,N,4825,5237,5533,5806,6019,6191
717,DOG RIDGE WSC,MUNICIPAL,G,BELL,N,5211,6126,7070,8008,8930,9836
718,DONNA,MUNICIPAL,M,HIDALGO,N,20021,24860,29719,34587,39456,44189
721,DRIPPING SPRINGS WSC,MUNICIPAL,K,HAYS,N,11000,18500,24000,31000,39500,44000
722,DRISCOLL,MUNICIPAL,N,NUECES,N,812,885,930,957,977,990
723,DUBLIN,MUNICIPAL,G,ERATH,N,4449,4833,5198,5199,5545,5864
724,DUNCANVILLE,MUNICIPAL,C,DALLAS,N,43110,47307,47307,47307,47307,47307
725,EAGLE LAKE,MUNICIPAL,K,COLORADO,N,3803,3968,4091,4270,4421,4568
726,EARLY,MUNICIPAL,F,BROWN,N,2907,2978,2978,2978,2978,2978
727,EARTH,MUNICIPAL,O,LAMB,N,1099,1125,1131,1118,1134,1137
730,EAST FORK SUD,MUNICIPAL,C,COLLIN,Y,10735,12040,13826,13963,14492,14997
730,EAST FORK SUD,MUNICIPAL,C,DALLAS,Y,3725,3725,3376,4169,4942,5717
730,EAST FORK SUD,MUNICIPAL,C,ROCKWALL,Y,1240,1735,2298,2868,3566,4286
732,EAST MOUNTAIN WATER SYSTEM,MUNICIPAL,D,UPSHUR,N,2002,2162,2302,2442,2574,2697
733,EAST PLANTATION UD,MUNICIPAL,H,MONTGOMERY,N,1354,1393,1639,1885,2173,2248
734,EAST RIO HONDO WSC,MUNICIPAL,M,CAMERON,Y,27978,32687,33340,37155,40906,45540
734,EAST RIO HONDO WSC,MUNICIPAL,M,WILLACY,Y,37,41,46,50,55,59
735,EAST TAWAKONI,MUNICIPAL,D,RAINS,N,1158,1228,1248,1262,1268,1270
736,EASTLAND,MUNICIPAL,G,EASTLAND,N,3946,4032,4035,4035,4035,4035
739,ECTOR COUNTY UTILITY DISTRICT,MUNICIPAL,F,ECTOR,N,19539,22054,24704,27421,30172,32945
740,EDCOUCH,MUNICIPAL,M,HIDALGO,N,3837,4765,5696,6629,7562,8469
741,EDEN,MUNICIPAL,F,CONCHO,N,1264,1310,1310,1310,1310,1310
743,EDGEWOOD,MUNICIPAL,D,VAN ZANDT,N,1564,1683,1774,1864,1939,2003
744,EDINBURG,MUNICIPAL,M,HIDALGO,N,96678,120046,143507,167015,190523,213378
745,EDNA,MUNICIPAL,P,JACKSON,N,5747,5949,6034,6105,6150,6177
746,EL CAMPO,MUNICIPAL,K,WHARTON,Y,27,29,30,31,32,33
746,EL CAMPO,MUNICIPAL,P,WHARTON,Y,12096,12660,13111,13502,13863,14183
748,EL DORADO UD,MUNICIPAL,H,HARRIS,N,4377,4569,4768,4965,5042,5042
751,HARRIS COUNTY WCID 50,MUNICIPAL,H,HARRIS,N,2941,2990,3003,3045,3058,3071
752,EL OSO WSC,MUNICIPAL,L,KARNES,Y,3464,3571,3576,3577,3577,3577
752,EL OSO WSC,MUNICIPAL,L,WILSON,Y,224,277,327,372,415,454
752,EL OSO WSC,MUNICIPAL,N,BEE,Y,463,483,491,493,493,493
752,EL OSO WSC,MUNICIPAL,N,LIVE OAK,Y,827,827,827,827,827,827
754,ELDERVILLE WSC,MUNICIPAL,D,GREGG,Y,4831,5317,5845,6434,7084,7804
754,ELDERVILLE WSC,MUNICIPAL,I,RUSK,Y,1902,2094,2301,2534,2790,3073
755,ELDORADO,MUNICIPAL,F,SCHLEICHER,N,2104,2104,2104,2104,2104,2104
756,ELECTRA,MUNICIPAL,B,WICHITA,N,2694,2793,2869,2924,2975,3019
757,ELGIN,MUNICIPAL,K,BASTROP,Y,9380,12273,16034,21128,28009,37158
757,ELGIN,MUNICIPAL,K,TRAVIS,Y,1814,2615,3371,4217,4963,5658
758,ELKHART,MUNICIPAL,I,ANDERSON,N,1431,1478,1496,1496,1496,1496
759,ELM CREEK WSC,MUNICIPAL,G,BELL,Y,2257,2685,3129,3572,4006,4434
759,ELM CREEK WSC,MUNICIPAL,G,CORYELL,Y,395,450,509,561,617,673
759,ELM CREEK WSC,MUNICIPAL,G,MCLENNAN,Y,1807,2069,2300,2532,2764,2992
760,ELMENDORF,MUNICIPAL,L,BEXAR,Y,2131,2781,3379,3953,4480,4961
760,ELMENDORF,MUNICIPAL,L,WILSON,Y,29,35,42,48,54,58
761,ELSA,MUNICIPAL,M,HIDALGO,N,7362,9140,10927,12717,14508,16248
762,ENCINAL WSC,MUNICIPAL,L,LA SALLE,N,1021,1118,1208,1310,1399,1480
763,EULESS,MUNICIPAL,C,TARRANT,N,54725,57689,57689,57689,57689,57689
764,EUSTACE,MUNICIPAL,C,HENDERSON,N,1170,1277,1383,2041,2659,3191
765,EVERMAN,MUNICIPAL,C,TARRANT,N,6153,6477,6600,6600,6600,6600
767,FAIRFIELD,MUNICIPAL,C,FREESTONE,N,4593,4670,4951,8749,10498,14116
769,FAIRVIEW,MUNICIPAL,C,COLLIN,N,12592,14529,19397,20193,20418,20418
770,FALFURRIAS,MUNICIPAL,N,BROOKS,N,6018,6238,6452,6646,6826,7064
772,FALLS CITY,MUNICIPAL,L,KARNES,N,630,648,650,650,650,650
773,FARMERS BRANCH,MUNICIPAL,C,DALLAS,N,30582,32477,34420,36531,38586,40648
774,FARMERSVILLE,MUNICIPAL,C,COLLIN,N,8660,21680,49295,75393,107169,154965
775,FARWELL,MUNICIPAL,O,PARMER,N,1507,1668,1813,1956,2122,2274
776,FAYETTE WSC,MUNICIPAL,K,FAYETTE,N,5142,5869,6363,6770,7089,7336
777,FERN BLUFF MUD,MUNICIPAL,G,WILLIAMSON,N,5793,5793,5793,5793,5793,5793
778,FERRIS,MUNICIPAL,C,DALLAS,Y,6,10,14,19,23,27
778,FERRIS,MUNICIPAL,C,ELLIS,Y,2944,5190,7186,8181,9177,10173
779,FILES VALLEY WSC,MUNICIPAL,C,ELLIS,Y,755,961,1199,1545,1896,2302
779,FILES VALLEY WSC,MUNICIPAL,G,HILL,Y,2538,2702,2812,2928,3014,3065
781,FLATONIA,MUNICIPAL,K,FAYETTE,N,1658,1893,2052,2183,2287,2365
782,FLO COMMUNITY WSC,MUNICIPAL,C,FREESTONE,Y,454,489,513,532,545,555
782,FLO COMMUNITY WSC,MUNICIPAL,H,LEON,Y,2625,3115,3616,4122,4634,5149
783,FLORENCE,MUNICIPAL,G,WILLIAMSON,N,1357,1439,1542,1653,1779,1909
784,FLORESVILLE,MUNICIPAL,L,WILSON,N,8123,10005,11833,13476,15031,16432
785,FLOWER MOUND,MUNICIPAL,C,DENTON,Y,75315,84200,86000,88000,90000,92730
785,FLOWER MOUND,MUNICIPAL,C,TARRANT,Y,240,270,270,270,270,270
786,FLOYDADA,MUNICIPAL,O,FLOYD,N,3242,3242,3242,3242,3242,3242
787,FOREST HILL,MUNICIPAL,C,TARRANT,N,12975,13761,14971,17965,22955,29942
788,FORNEY LAKE WSC,MUNICIPAL,C,KAUFMAN,Y,7012,8694,10482,13149,22474,32306
788,FORNEY LAKE WSC,MUNICIPAL,C,ROCKWALL,Y,763,959,1183,1409,1690,1978
789,FORT BELKNAP WSC,MUNICIPAL,G,STEPHENS,Y,50,52,53,53,54,54
789,FORT BELKNAP WSC,MUNICIPAL,G,THROCKMORTON,Y,185,185,185,185,185,185
789,FORT BELKNAP WSC,MUNICIPAL,G,YOUNG,Y,3883,4098,4250,4414,4571,4725
794,FORT BEND COUNTY MUD 23,MUNICIPAL,H,FORT BEND,N,11709,12481,12902,13323,13744,14164
795,FORT BEND COUNTY MUD 25,MUNICIPAL,H,FORT BEND,N,11954,12068,12254,12474,12701,12931
803,FORT BLISS WATER SERVICES,MUNICIPAL,E,EL PASO,N,26453,27499,28471,29434,30343,31200
804,FORT CLARK SPRINGS MUD,MUNICIPAL,J,KINNEY,N,1259,1267,1267,1267,1267,1267
805,FORT DAVIS WSC,MUNICIPAL,E,JEFF DAVIS,N,1361,1361,1361,1361,1361,1361
807,FORT HOOD,MUNICIPAL,G,BELL,Y,16936,17196,17282,17282,17282,17282
807,FORT HOOD,MUNICIPAL,G,CORYELL,Y,14014,14014,14014,14014,14014,14014
808,FORT STOCKTON,MUNICIPAL,F,PECOS,N,11776,12731,13774,14498,15143,15726
809,DOUGLAS UTILITY,MUNICIPAL,H,HARRIS,N,2565,2581,2597,2615,2633,2653
812,FRANKLIN,MUNICIPAL,G,ROBERTSON,N,1851,2031,2357,2735,3175,3684
813,FRANKSTON,MUNICIPAL,I,ANDERSON,Y,1263,1305,1320,1320,1320,1320
813,FRANKSTON,MUNICIPAL,I,HENDERSON,Y,44,67,86,111,133,154
814,FREDERICKSBURG,MUNICIPAL,K,GILLESPIE,N,12056,12938,13666,14519,15304,16067
815,FREEPORT,MUNICIPAL,H,BRAZORIA,N,13246,14051,14782,15466,16127,16785
816,FREER WCID,MUNICIPAL,N,DUVAL,N,3041,3221,3370,3502,3605,3691
817,FRIENDSWOOD,MUNICIPAL,H,GALVESTON,Y,31628,33525,35685,38039,40622,43474
817,FRIENDSWOOD,MUNICIPAL,H,HARRIS,Y,11473,13988,15621,17458,19075,20868
818,FRIONA,MUNICIPAL,O,PARMER,N,4437,4913,5340,5759,6251,6698
819,FRISCO,MUNICIPAL,C,COLLIN,Y,112747,116865,137833,199910,234514,251443
819,FRISCO,MUNICIPAL,C,DENTON,Y,75596,95300,120040,121546,123051,123557
820,FRITCH,MUNICIPAL,A,HUTCHINSON,Y,2968,3075,3102,3102,3102,3102
820,FRITCH,MUNICIPAL,A,MOORE,Y,14,15,16,19,20,23
822,FULSHEAR,MUNICIPAL,H,FORT BEND,N,16311,24554,25728,25728,25728,25728
825,GALENA PARK,MUNICIPAL,H,HARRIS,N,10887,11092,11303,11520,11742,11969
828,GANADO,MUNICIPAL,P,JACKSON,N,2080,2153,2184,2209,2224,2236
829,GARDEN RIDGE,MUNICIPAL,L,COMAL,N,5075,6048,7219,7664,8814,9918
830,GARRISON,MUNICIPAL,I,NACOGDOCHES,N,1124,1263,1399,1545,1698,1859
831,GASTONIA SCURRY SUD,MUNICIPAL,C,KAUFMAN,N,10568,13088,15739,20150,33704,52565
832,GATESVILLE,MUNICIPAL,G,CORYELL,N,17489,19858,22494,24799,27257,29702
833,GEORGE WEST,MUNICIPAL,N,LIVE OAK,N,2374,2375,2375,2375,2375,2375
834,GEORGETOWN,MUNICIPAL,G,BELL,Y,2967,3488,4027,4562,5086,5602
834,GEORGETOWN,MUNICIPAL,G,WILLIAMSON,Y,118763,157075,196912,244043,296697,358109
834,GEORGETOWN,MUNICIPAL,K,BURNET,Y,379,460,527,591,647,696
835,GHOLSON WSC,MUNICIPAL,G,HILL,Y,677,752,818,885,952,1017
835,GHOLSON WSC,MUNICIPAL,G,MCLENNAN,Y,1760,1956,2129,2302,2476,2645
836,GIDDINGS,MUNICIPAL,G,LEE,N,5792,6512,6927,7078,7179,7233
837,GILL WSC,MUNICIPAL,D,HARRISON,Y,1620,1739,1863,2037,2226,2450
837,GILL WSC,MUNICIPAL,I,PANOLA,Y,817,841,857,871,882,891
838,GILMER,MUNICIPAL,D,UPSHUR,N,5695,6154,6548,6953,7325,7673
839,GLADEWATER,MUNICIPAL,D,GREGG,Y,4376,4792,5268,5806,6410,7094
839,GLADEWATER,MUNICIPAL,D,UPSHUR,Y,2658,2872,3056,3245,3419,3581
840,GLEN ROSE,MUNICIPAL,G,SOMERVELL,N,2836,3169,3409,3593,3750,3876
841,GLENN HEIGHTS,MUNICIPAL,C,DALLAS,Y,13822,18831,23973,29555,34995,45991
841,GLENN HEIGHTS,MUNICIPAL,C,ELLIS,Y,3874,4929,6153,7930,9728,14843
842,GODLEY,MUNICIPAL,G,JOHNSON,N,1009,1139,1271,1418,1574,1743
844,GOLDTHWAITE,MUNICIPAL,K,MILLS,N,2075,2144,2203,2289,2377,2475
845,GOLIAD,MUNICIPAL,L,GOLIAD,N,2289,2586,2781,2863,2923,2956
846,GONZALES,MUNICIPAL,L,GONZALES,N,8304,9132,9912,10816,11734,12695
847,GONZALES COUNTY WSC,MUNICIPAL,L,CALDWELL,Y,197,241,286,329,372,415
847,GONZALES COUNTY WSC,MUNICIPAL,L,DEWITT,Y,385,398,405,411,415,418
847,GONZALES COUNTY WSC,MUNICIPAL,L,GONZALES,Y,6780,7457,8093,8831,9581,10367
847,GONZALES COUNTY WSC,MUNICIPAL,L,GUADALUPE,Y,108,131,153,175,197,219
848,GORMAN,MUNICIPAL,G,EASTLAND,N,1082,1106,1107,1107,1107,1107
850,GRAHAM,MUNICIPAL,G,YOUNG,N,9708,10242,10626,11032,11426,11809
851,GRANBURY,MUNICIPAL,G,HOOD,N,14656,17791,20037,21972,23458,24596
853,GRAND PRAIRIE,MUNICIPAL,C,DALLAS,Y,166208,206781,231491,231491,231491,231491
853,GRAND PRAIRIE,MUNICIPAL,C,ELLIS,Y,55,71,88,114,140,170
853,GRAND PRAIRIE,MUNICIPAL,C,TARRANT,Y,51864,51864,51864,51864,51864,51864
854,GRAND SALINE,MUNICIPAL,D,VAN ZANDT,N,3390,3532,3641,3750,3839,3917
855,GRANDVIEW,MUNICIPAL,G,JOHNSON,N,1755,1981,2214,2470,2745,3039
856,GRANGER,MUNICIPAL,G,WILLIAMSON,N,1551,1659,1796,1942,2108,2280
857,GRANITE SHOALS,MUNICIPAL,K,BURNET,N,5401,6211,6832,7515,8643,10371
858,GRAPELAND,MUNICIPAL,I,HOUSTON,N,1519,1527,1528,1528,1528,1528
859,GRAPEVINE,MUNICIPAL,C,TARRANT,N,52243,54037,54037,54037,54037,54037
860,GREEN TRAILS MUD,MUNICIPAL,H,HARRIS,N,2070,2080,2100,2116,2127,2135
861,GREEN VALLEY SUD,MUNICIPAL,L,BEXAR,Y,3179,3594,3975,4341,4677,4983
861,GREEN VALLEY SUD,MUNICIPAL,L,COMAL,Y,443,561,682,803,924,1039
861,GREEN VALLEY SUD,MUNICIPAL,L,GUADALUPE,Y,34623,46531,55554,66534,78877,91540
862,GREGORY,MUNICIPAL,N,SAN PATRICIO,N,2024,2123,2179,2221,2249,2268
863,GROESBECK,MUNICIPAL,G,LIMESTONE,N,4377,4419,4453,4490,4520,4502
864,GROOM MUNICIPAL WATER SYSTEM,MUNICIPAL,A,CARSON,N,568,568,568,568,568,568
865,GROVES,MUNICIPAL,I,JEFFERSON,N,16007,16007,16007,16007,16007,16007
866,GROVETON,MUNICIPAL,H,TRINITY,Y,629,680,685,665,689,721
866,GROVETON,MUNICIPAL,I,TRINITY,Y,518,561,565,550,569,596
867,GRUVER,MUNICIPAL,A,HANSFORD,N,1480,1640,1779,1896,2014,2122
868,GUM SPRINGS WSC,MUNICIPAL,D,HARRISON,N,8285,8899,9533,10422,11391,12535
870,GUNTER,MUNICIPAL,C,GRAYSON,N,1841,2538,3384,4230,5182,6046
871,MARILEE SUD,MUNICIPAL,C,COLLIN,Y,4580,4580,4663,4663,4663,4663
871,MARILEE SUD,MUNICIPAL,C,GRAYSON,Y,3106,3375,3570,3570,3570,3570
873,HACKBERRY,MUNICIPAL,C,DENTON,N,1870,2415,3065,3792,4642,5612
874,HALE CENTER,MUNICIPAL,O,HALE,N,2252,2252,2252,2252,2252,2252
875,HALLETTSVILLE,MUNICIPAL,P,LAVACA,N,2820,2820,2820,2820,2820,2820
876,H & H WSC,MUNICIPAL,G,MCLENNAN,N,1607,1734,1846,1961,2073,2182
877,HALLSVILLE,MUNICIPAL,D,HARRISON,N,4003,4298,4605,5034,5503,6055
878,HALTOM CITY,MUNICIPAL,C,TARRANT,N,43611,44602,46585,50550,54514,59470
879,HAMILTON,MUNICIPAL,G,HAMILTON,N,2991,3047,3047,3047,3047,3047
880,HAMLIN,MUNICIPAL,G,JONES,N,2254,2386,2478,2559,2623,2678
881,HAPPY,MUNICIPAL,A,RANDALL,Y,68,76,84,93,101,111
881,HAPPY,MUNICIPAL,O,SWISHER,Y,649,682,692,687,721,738
883,HARDIN WSC,MUNICIPAL,H,LIBERTY,N,4976,6231,7426,8624,9772,10868
884,HARKER HEIGHTS,MUNICIPAL,G,BELL,N,31372,36879,42566,48218,53763,59222
888,HARRIS COUNTY MUD 11,MUNICIPAL,H,HARRIS,N,3206,3296,3414,3541,3677,3823
890,HARRIS COUNTY MUD 132,MUNICIPAL,H,HARRIS,N,5944,6031,6083,6120,6147,6169
892,HARRIS COUNTY MUD 151,MUNICIPAL,H,HARRIS,N,6472,6538,6592,6632,6661,6683
893,HARRIS COUNTY MUD 152,MUNICIPAL,H,HARRIS,N,8031,8234,8528,8756,8926,9053
894,HARRIS COUNTY MUD 153,MUNICIPAL,H,HARRIS,N,7702,7707,7731,7748,7762,7771
895,HARRIS COUNTY MUD 154,MUNICIPAL,H,HARRIS,N,8182,8274,8491,8723,8972,9239
896,HARRIS COUNTY MUD 158,MUNICIPAL,H,HARRIS,N,6376,6376,6376,6376,6376,6376
897,HARRIS COUNTY MUD 180,MUNICIPAL,H,HARRIS,N,6092,6608,7000,7067,7067,7067
898,HARRIS COUNTY MUD 189,MUNICIPAL,H,HARRIS,N,3982,4224,4383,4552,4729,4916
902,HARRIS COUNTY MUD 345,MUNICIPAL,H,HARRIS,N,3981,3981,3981,3981,3981,3981
903,HARRIS COUNTY MUD 46,MUNICIPAL,H,HARRIS,N,3743,3751,3753,3755,3756,3757
904,HARRIS COUNTY MUD 5,MUNICIPAL,H,HARRIS,N,6281,6600,7024,7478,7966,8490
905,HARRIS COUNTY MUD 50,MUNICIPAL,H,HARRIS,N,3165,3197,3264,3311,3321,3333
907,HARRIS COUNTY MUD 55,MUNICIPAL,H,HARRIS,N,13959,14955,15697,16785,18055,19802
908,HARRIS COUNTY MUD 8,MUNICIPAL,H,HARRIS,N,4617,4618,4619,4620,4620,4622
909,HARRIS COUNTY UD 14,MUNICIPAL,H,HARRIS,N,3228,3534,3845,4209,4657,5342
910,HARRIS COUNTY UD 15,MUNICIPAL,H,HARRIS,N,3603,3926,4364,4364,4364,4364
911,HARRIS COUNTY WCID 1,MUNICIPAL,H,HARRIS,N,7352,7548,7800,8052,8305,8557
912,HARRIS COUNTY WCID 133,MUNICIPAL,H,HARRIS,N,5455,5507,5752,6205,6694,7220
918,HART MUNICIPAL WATER SYSTEM,MUNICIPAL,O,CASTRO,N,1194,1296,1369,1437,1489,1532
919,HASKELL,MUNICIPAL,G,HASKELL,N,3239,3272,3290,3322,3372,3444
920,HASLET,MUNICIPAL,C,TARRANT,N,1750,5380,7870,14000,14000,14000
921,HAWKINS,MUNICIPAL,D,WOOD,N,1416,1476,1499,1535,1554,1566
923,HAWLEY WSC,MUNICIPAL,G,JONES,Y,4795,5070,5266,5433,5570,5681
923,HAWLEY WSC,MUNICIPAL,G,TAYLOR,Y,624,660,686,707,725,740
924,HEARNE,MUNICIPAL,G,ROBERTSON,N,4474,5454,6648,6648,6648,6648
925,HEATH,MUNICIPAL,C,ROCKWALL,N,12109,17246,21713,22000,23000,24000
926,JIM HOGG COUNTY WCID 2,MUNICIPAL,M,JIM HOGG,N,4589,4984,5324,5703,6032,6336
930,HEMPHILL,MUNICIPAL,I,SABINE,N,1294,1304,1304,1304,1304,1304
931,HEMPSTEAD,MUNICIPAL,H,WALLER,N,6726,7843,9081,10433,11926,13544
932,HENDERSON,MUNICIPAL,I,RUSK,N,14928,16640,18302,20089,21946,23871
933,HENRIETTA,MUNICIPAL,B,CLAY,N,3321,3425,3425,3425,3425,3425
934,HEREFORD,MUNICIPAL,O,DEAF SMITH,N,17150,19799,22694,25978,28558,31379
935,HEWITT,MUNICIPAL,G,MCLENNAN,N,17373,19949,22225,24514,26795,29034
938,HICKORY CREEK SUD,MUNICIPAL,C,COLLIN,Y,104,149,209,305,433,614
938,HICKORY CREEK SUD,MUNICIPAL,C,FANNIN,Y,297,327,348,369,402,438
938,HICKORY CREEK SUD,MUNICIPAL,D,HUNT,Y,4272,6245,8920,12615,17880,25530
939,HICO,MUNICIPAL,G,HAMILTON,N,1387,1406,1406,1406,1406,1406
940,HIDALGO,MUNICIPAL,M,HIDALGO,N,14191,17621,21065,24516,27967,31322
941,HIDALGO COUNTY MUD 1,MUNICIPAL,M,HIDALGO,N,7909,8937,9912,10843,11737,12576
942,HIGH POINT WSC,MUNICIPAL,C,KAUFMAN,Y,4314,5356,6462,8057,12155,15724
942,HIGH POINT WSC,MUNICIPAL,C,ROCKWALL,Y,565,709,873,1056,1604,2091
943,HIGHLAND PARK,MUNICIPAL,C,DALLAS,N,9023,9311,9311,9311,9311,9311
944,HIGHLAND VILLAGE,MUNICIPAL,C,DENTON,N,17119,18020,18020,18020,18020,18020
947,HILLCREST VILLAGE,MUNICIPAL,H,BRAZORIA,N,743,744,746,747,749,750
948,HILLSBORO,MUNICIPAL,G,HILL,N,9313,9916,10324,10744,11063,11226
949,HILSHIRE VILLAGE,MUNICIPAL,H,HARRIS,N,749,791,857,951,1051,1160
950,HITCHCOCK,MUNICIPAL,H,GALVESTON,N,8451,10036,11048,11839,12467,12971
952,HOLLAND,MUNICIPAL,G,BELL,N,1100,1132,1154,1172,1189,1206
953,HOLLIDAY,MUNICIPAL,B,ARCHER,N,1606,1832,1920,1920,1920,1920
956,HONDO,MUNICIPAL,L,MEDINA,N,9805,10767,11585,12298,12942,13502
957,HONEY GROVE,MUNICIPAL,C,FANNIN,N,1817,1828,1828,1828,1828,1828
958,HOOKS,MUNICIPAL,D,BOWIE,N,3049,3173,3303,3303,3303,3303
960,HOWE,MUNICIPAL,C,GRAYSON,N,2868,3372,3854,4275,4823,5379
961,HUBBARD,MUNICIPAL,G,HILL,N,1585,1687,1756,1827,1882,1912
963,HUDSON OAKS,MUNICIPAL,C,PARKER,N,4000,5513,5679,5679,5679,5679
964,HUDSON WSC,MUNICIPAL,I,ANGELINA,N,9588,10259,10823,11337,11797,12204
965,HUGHES SPRINGS,MUNICIPAL,D,CASS,Y,2469,2487,2487,2487,2487,2487
965,HUGHES SPRINGS,MUNICIPAL,D,MORRIS,Y,10,10,10,10,10,10
966,HUMBLE,MUNICIPAL,H,HARRIS,N,17428,21152,23856,25864,27358,28472
968,HUNTINGTON,MUNICIPAL,I,ANGELINA,N,2504,2680,2826,2961,3081,3188
969,HURST,MUNICIPAL,C,TARRANT,N,39229,40209,40209,40209,40209,40209
970,HUTCHINS,MUNICIPAL,C,DALLAS,N,9901,13919,17937,21956,25974,29994
971,HUTTO,MUNICIPAL,G,WILLIAMSON,N,17326,35646,37963,56194,83181,101202
972,IDALOU,MUNICIPAL,O,LUBBOCK,N,2425,2534,2647,2772,2883,2993
974,INGLESIDE,MUNICIPAL,N,SAN PATRICIO,N,9610,10078,10348,10545,10678,10768
978,IOWA PARK,MUNICIPAL,B,WICHITA,N,6492,6728,6913,7044,7168,7274
979,IRAAN,MUNICIPAL,F,PECOS,N,1347,1447,1546,1636,1717,1790
980,"IRRIGATION, ANDERSON",IRRIGATION,I,ANDERSON,N,0,0,0,0,0,0
981,"IRRIGATION, ANDREWS",IRRIGATION,F,ANDREWS,N,0,0,0,0,0,0
982,"IRRIGATION, ANGELINA",IRRIGATION,I,ANGELINA,N,0,0,0,0,0,0
983,"IRRIGATION, ARCHER",IRRIGATION,B,ARCHER,N,0,0,0,0,0,0
984,"IRRIGATION, ARMSTRONG",IRRIGATION,A,ARMSTRONG,N,0,0,0,0,0,0
985,"IRRIGATION, ATASCOSA",IRRIGATION,L,ATASCOSA,N,0,0,0,0,0,0
986,"IRRIGATION, AUSTIN",IRRIGATION,H,AUSTIN,N,0,0,0,0,0,0
987,"IRRIGATION, BAILEY",IRRIGATION,O,BAILEY,N,0,0,0,0,0,0
988,"IRRIGATION, BANDERA",IRRIGATION,J,BANDERA,N,0,0,0,0,0,0
989,"IRRIGATION, BASTROP",IRRIGATION,K,BASTROP,N,0,0,0,0,0,0
990,"IRRIGATION, BAYLOR",IRRIGATION,B,BAYLOR,N,0,0,0,0,0,0
991,"IRRIGATION, BEE",IRRIGATION,N,BEE,N,0,0,0,0,0,0
992,"IRRIGATION, BELL",IRRIGATION,G,BELL,N,0,0,0,0,0,0
993,"IRRIGATION, BEXAR",IRRIGATION,L,BEXAR,N,0,0,0,0,0,0
994,"IRRIGATION, BLANCO",IRRIGATION,K,BLANCO,N,0,0,0,0,0,0
995,"IRRIGATION, BORDEN",IRRIGATION,F,BORDEN,N,0,0,0,0,0,0
996,"IRRIGATION, BOSQUE",IRRIGATION,G,BOSQUE,N,0,0,0,0,0,0
997,"IRRIGATION, BOWIE",IRRIGATION,D,BOWIE,N,0,0,0,0,0,0
998,"IRRIGATION, BRAZORIA",IRRIGATION,H,BRAZORIA,N,0,0,0,0,0,0
999,"IRRIGATION, BRAZOS",IRRIGATION,G,BRAZOS,N,0,0,0,0,0,0
1000,"IRRIGATION, BREWSTER",IRRIGATION,E,BREWSTER,N,0,0,0,0,0,0
1001,"IRRIGATION, BRISCOE",IRRIGATION,O,BRISCOE,N,0,0,0,0,0,0
1002,"IRRIGATION, BROOKS",IRRIGATION,N,BROOKS,N,0,0,0,0,0,0
1003,"IRRIGATION, BROWN",IRRIGATION,F,BROWN,N,0,0,0,0,0,0
1004,"IRRIGATION, BURLESON",IRRIGATION,G,BURLESON,N,0,0,0,0,0,0
