EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,N2020,N2030,N2040,N2050,N2060,N2070
865,GROVES,MUNICIPAL,I,JEFFERSON,N,0,0,0,0,0,0
866,GROVETON,MUNICIPAL,H,TRINITY,Y,0,0,0,0,0,0
866,GROVETON,MUNICIPAL,I,TRINITY,Y,0,0,0,0,0,0
867,GRUVER,MUNICIPAL,A,HANSFORD,N,0,20,98,180,256,280
868,GUM SPRINGS WSC,MUNICIPAL,D,HARRISON,N,0,0,0,0,0,0
870,GUNTER,MUNICIPAL,C,GRAYSON,N,124,227,354,483,630,763
871,MARILEE SUD,MUNICIPAL,C,COLLIN,Y,0,1,0,1,25,68
871,MARILEE SUD,MUNICIPAL,C,GRAYSON,Y,1,0,0,0,18,51
873,HACKBERRY,MUNICIPAL,C,DENTON,N,3,89,159,264,400,553
874,HALE CENTER,MUNICIPAL,O,HALE,N,0,0,0,0,0,0
875,HALLETTSVILLE,MUNICIPAL,P,LAVACA,N,0,0,0,0,0,0
876,H & H WSC,MUNICIPAL,G,MCLENNAN,N,0,0,0,0,0,0
877,HALLSVILLE,MUNICIPAL,D,HARRISON,N,0,0,0,0,0,0
878,HALTOM CITY,MUNICIPAL,C,TARRANT,N,0,615,1149,1657,2118,2628
879,HAMILTON,MUNICIPAL,G,HAMILTON,N,0,0,0,0,0,0
880,HAMLIN,MUNICIPAL,G,JONES,N,0,0,0,0,0,0
881,HAPPY,MUNICIPAL,A,RANDALL,Y,0,0,0,0,0,0
881,HAPPY,MUNICIPAL,O,SWISHER,Y,0,0,0,0,0,0
883,HARDIN WSC,MUNICIPAL,H,LIBERTY,N,0,0,0,0,0,0
884,HARKER HEIGHTS,MUNICIPAL,G,BELL,N,0,0,0,915,1962,3000
888,HARRIS COUNTY MUD 11,MUNICIPAL,H,HARRIS,N,0,65,134,139,149,159
890,HARRIS COUNTY MUD 132,MUNICIPAL,H,HARRIS,N,0,311,510,513,515,518
892,HARRIS COUNTY MUD 151,MUNICIPAL,H,HARRIS,N,0,324,538,538,539,542
893,HARRIS COUNTY MUD 152,MUNICIPAL,H,HARRIS,N,0,331,571,588,603,617
894,HARRIS COUNTY MUD 153,MUNICIPAL,H,HARRIS,N,0,385,638,635,634,636
895,HARRIS COUNTY MUD 154,MUNICIPAL,H,HARRIS,N,0,303,511,524,545,570
896,HARRIS COUNTY MUD 158,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
897,HARRIS COUNTY MUD 180,MUNICIPAL,H,HARRIS,N,0,176,303,301,300,299
898,HARRIS COUNTY MUD 189,MUNICIPAL,H,HARRIS,N,0,110,192,203,214,227
902,HARRIS COUNTY MUD 345,MUNICIPAL,H,HARRIS,N,0,262,431,426,425,425
903,HARRIS COUNTY MUD 46,MUNICIPAL,H,HARRIS,N,0,179,292,288,287,287
904,HARRIS COUNTY MUD 5,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
905,HARRIS COUNTY MUD 50,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
907,HARRIS COUNTY MUD 55,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
908,HARRIS COUNTY MUD 8,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
909,HARRIS COUNTY UD 14,MUNICIPAL,H,HARRIS,N,0,76,140,155,174,204
910,HARRIS COUNTY UD 15,MUNICIPAL,H,HARRIS,N,0,177,326,326,330,337
911,HARRIS COUNTY WCID 1,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
912,HARRIS COUNTY WCID 133,MUNICIPAL,H,HARRIS,N,0,192,329,360,403,450
918,HART MUNICIPAL WATER SYSTEM,MUNICIPAL,O,CASTRO,N,0,0,0,0,0,0
919,HASKELL,MUNICIPAL,G,HASKELL,N,477,473,468,472,483,499
920,HASLET,MUNICIPAL,C,TARRANT,N,0,198,581,1248,1495,1711
921,HAWKINS,MUNICIPAL,D,WOOD,N,0,0,0,0,0,0
923,HAWLEY WSC,MUNICIPAL,G,JONES,Y,0,0,0,0,0,0
923,HAWLEY WSC,MUNICIPAL,G,TAYLOR,Y,0,0,0,0,0,0
924,HEARNE,MUNICIPAL,G,ROBERTSON,N,0,0,0,0,0,0
925,HEATH,MUNICIPAL,C,ROCKWALL,N,21,864,1531,2074,2683,3205
926,JIM HOGG COUNTY WCID 2,MUNICIPAL,M,JIM HOGG,N,0,0,0,0,0,0
930,HEMPHILL,MUNICIPAL,I,SABINE,N,0,0,0,0,0,0
931,HEMPSTEAD,MUNICIPAL,H,WALLER,N,0,0,0,0,0,225
932,HENDERSON,MUNICIPAL,I,RUSK,N,0,0,0,0,0,0
933,HENRIETTA,MUNICIPAL,B,CLAY,N,0,0,0,0,0,0
934,HEREFORD,MUNICIPAL,O,DEAF SMITH,N,0,0,0,0,0,0
935,HEWITT,MUNICIPAL,G,MCLENNAN,N,480,844,1172,1522,1893,2262
938,HICKORY CREEK SUD,MUNICIPAL,C,COLLIN,Y,4,9,14,22,34,52
938,HICKORY CREEK SUD,MUNICIPAL,C,FANNIN,Y,7,14,20,24,29,33
938,HICKORY CREEK SUD,MUNICIPAL,D,HUNT,Y,85,250,485,820,1303,2010
939,HICO,MUNICIPAL,G,HAMILTON,N,0,0,0,0,0,0
940,HIDALGO,MUNICIPAL,M,HIDALGO,N,104,334,742,1160,1586,2004
941,HIDALGO COUNTY MUD 1,MUNICIPAL,M,HIDALGO,N,212,292,375,459,543,624
942,HIGH POINT WSC,MUNICIPAL,C,KAUFMAN,Y,1,73,117,196,364,538
942,HIGH POINT WSC,MUNICIPAL,C,ROCKWALL,Y,1,9,17,24,48,72
943,HIGHLAND PARK,MUNICIPAL,C,DALLAS,N,0,0,0,0,0,0
944,HIGHLAND VILLAGE,MUNICIPAL,C,DENTON,N,0,679,937,1042,1158,1322
947,HILLCREST VILLAGE,MUNICIPAL,H,BRAZORIA,N,0,0,0,0,0,0
948,HILLSBORO,MUNICIPAL,G,HILL,N,0,0,0,0,0,0
949,HILSHIRE VILLAGE,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
950,HITCHCOCK,MUNICIPAL,H,GALVESTON,N,0,0,0,0,0,0
952,HOLLAND,MUNICIPAL,G,BELL,N,0,0,0,0,0,0
953,HOLLIDAY,MUNICIPAL,B,ARCHER,N,0,4,13,22,31,64
956,HONDO,MUNICIPAL,L,MEDINA,N,562,721,858,987,1113,1226
957,HONEY GROVE,MUNICIPAL,C,FANNIN,N,0,0,0,0,0,0
958,HOOKS,MUNICIPAL,D,BOWIE,N,281,278,276,271,269,269
960,HOWE,MUNICIPAL,C,GRAYSON,N,0,4,12,26,49,75
961,HUBBARD,MUNICIPAL,G,HILL,N,0,0,0,0,0,0
963,HUDSON OAKS,MUNICIPAL,C,PARKER,N,325,609,728,805,861,910
964,HUDSON WSC,MUNICIPAL,I,ANGELINA,N,0,0,0,0,0,0
965,HUGHES SPRINGS,MUNICIPAL,D,CASS,Y,0,0,0,0,0,0
965,HUGHES SPRINGS,MUNICIPAL,D,MORRIS,Y,0,0,0,0,0,0
966,HUMBLE,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
968,HUNTINGTON,MUNICIPAL,I,ANGELINA,N,0,0,0,0,0,0
969,HURST,MUNICIPAL,C,TARRANT,N,0,750,1349,1798,2134,2429
970,HUTCHINS,MUNICIPAL,C,DALLAS,N,88,263,669,1123,1533,1952
971,HUTTO,MUNICIPAL,G,WILLIAMSON,N,907,3046,3304,5437,8596,10703
972,IDALOU,MUNICIPAL,O,LUBBOCK,N,0,0,0,0,0,0
974,INGLESIDE,MUNICIPAL,N,SAN PATRICIO,N,0,0,0,0,0,0
978,IOWA PARK,MUNICIPAL,B,WICHITA,N,0,0,0,0,0,35
979,IRAAN,MUNICIPAL,F,PECOS,N,0,0,0,0,0,0
980,"IRRIGATION, ANDERSON",IRRIGATION,I,ANDERSON,N,0,0,0,0,0,0
981,"IRRIGATION, ANDREWS",IRRIGATION,F,ANDREWS,N,1699,5688,7297,8389,9312,10134
982,"IRRIGATION, ANGELINA",IRRIGATION,I,ANGELINA,N,0,0,0,0,0,0
983,"IRRIGATION, ARCHER",IRRIGATION,B,ARCHER,N,470,527,585,642,699,757
984,"IRRIGATION, ARMSTRONG",IRRIGATION,A,ARMSTRONG,N,0,0,0,0,0,0
985,"IRRIGATION, ATASCOSA",IRRIGATION,L,ATASCOSA,N,0,0,0,0,0,0
986,"IRRIGATION, AUSTIN",IRRIGATION,H,AUSTIN,N,0,0,0,0,0,0
987,"IRRIGATION, BAILEY",IRRIGATION,O,BAILEY,N,15298,45670,45670,45670,45670,45670
988,"IRRIGATION, BANDERA",IRRIGATION,J,BANDERA,N,75,75,75,75,75,75
989,"IRRIGATION, BASTROP",IRRIGATION,K,BASTROP,N,0,0,0,0,0,0
990,"IRRIGATION, BAYLOR",IRRIGATION,B,BAYLOR,N,0,0,0,0,0,0
991,"IRRIGATION, BEE",IRRIGATION,N,BEE,N,352,352,352,352,352,352
992,"IRRIGATION, BELL",IRRIGATION,G,BELL,N,670,680,690,700,710,719
993,"IRRIGATION, BEXAR",IRRIGATION,L,BEXAR,N,3318,3318,3318,3318,3318,3318
994,"IRRIGATION, BLANCO",IRRIGATION,K,BLANCO,N,0,0,0,0,0,0
995,"IRRIGATION, BORDEN",IRRIGATION,F,BORDEN,N,0,138,202,240,265,282
996,"IRRIGATION, BOSQUE",IRRIGATION,G,BOSQUE,N,1366,1366,1366,1366,1366,1366
997,"IRRIGATION, BOWIE",IRRIGATION,D,BOWIE,N,4134,4134,4134,4134,4134,4134
998,"IRRIGATION, BRAZORIA",IRRIGATION,H,BRAZORIA,N,57717,57717,57717,57717,57717,57800
999,"IRRIGATION, BRAZOS",IRRIGATION,G,BRAZOS,N,0,0,0,0,0,0
1000,"IRRIGATION, BREWSTER",IRRIGATION,E,BREWSTER,N,0,0,0,0,0,0
1001,"IRRIGATION, BRISCOE",IRRIGATION,O,BRISCOE,N,0,4234,4234,4234,4234,4234
1002,"IRRIGATION, BROOKS",IRRIGATION,N,BROOKS,N,0,0,0,0,0,0
1003,"IRRIGATION, BROWN",IRRIGATION,F,BROWN,N,1708,1712,1711,1713,1710,1711
1004,"IRRIGATION, BURLESON",IRRIGATION,G,BURLESON,N,347,347,347,347,347,347
1005,"IRRIGATION, BURNET",IRRIGATION,K,BURNET,N,0,0,0,0,0,0
1006,"IRRIGATION, CALDWELL",IRRIGATION,L,CALDWELL,N,0,0,0,0,0,0
1007,"IRRIGATION, CALHOUN",IRRIGATION,L,CALHOUN,N,14088,14088,14088,14088,14088,14088
1008,"IRRIGATION, CALLAHAN",IRRIGATION,G,CALLAHAN,N,0,0,0,0,0,0
1009,"IRRIGATION, CAMERON",IRRIGATION,M,CAMERON,N,359212,342000,324787,307574,290360,273147
1010,"IRRIGATION, CARSON",IRRIGATION,A,CARSON,N,0,0,0,0,0,0
1012,"IRRIGATION, CASTRO",IRRIGATION,O,CASTRO,N,125042,207865,207865,207865,207865,207865
1013,"IRRIGATION, CHAMBERS",IRRIGATION,H,CHAMBERS,N,12572,12572,12572,12572,12572,12572
1014,"IRRIGATION, CHEROKEE",IRRIGATION,I,CHEROKEE,N,0,0,0,0,0,0
1015,"IRRIGATION, CHILDRESS",IRRIGATION,A,CHILDRESS,N,0,0,0,0,0,0
1016,"IRRIGATION, CLAY",IRRIGATION,B,CLAY,N,0,0,0,0,0,0
1017,"IRRIGATION, COCHRAN",IRRIGATION,O,COCHRAN,N,42778,47340,40014,35349,31132,28190
1018,"IRRIGATION, COKE",IRRIGATION,F,COKE,N,0,0,0,0,0,0
1019,"IRRIGATION, COLEMAN",IRRIGATION,F,COLEMAN,N,396,396,396,396,396,396
1020,"IRRIGATION, COLLIN",IRRIGATION,C,COLLIN,N,0,0,0,0,0,0
1021,"IRRIGATION, COLLINGSWORTH",IRRIGATION,A,COLLINGSWORTH,N,6867,10133,9283,9595,9741,9069
1022,"IRRIGATION, COLORADO",IRRIGATION,K,COLORADO,N,54318,49661,45130,40720,36429,32254
1023,"IRRIGATION, COMAL",IRRIGATION,L,COMAL,N,33,33,33,33,33,33
1024,"IRRIGATION, COMANCHE",IRRIGATION,G,COMANCHE,N,15078,15147,15151,15220,15224,15292
1025,"IRRIGATION, CONCHO",IRRIGATION,F,CONCHO,N,0,0,0,0,0,0
1026,"IRRIGATION, COOKE",IRRIGATION,C,COOKE,N,0,0,0,0,252,576
1027,"IRRIGATION, COTTLE",IRRIGATION,B,COTTLE,N,0,0,0,0,0,0
1029,"IRRIGATION, CROCKETT",IRRIGATION,F,CROCKETT,N,0,0,0,0,0,0
1030,"IRRIGATION, CROSBY",IRRIGATION,O,CROSBY,N,1056,1246,28302,28302,28302,28302
1031,"IRRIGATION, CULBERSON",IRRIGATION,E,CULBERSON,N,333,333,5858,5858,5858,5858
1032,"IRRIGATION, DALLAM",IRRIGATION,A,DALLAM,N,29586,116358,107956,91644,74251,74251
1033,"IRRIGATION, DALLAS",IRRIGATION,C,DALLAS,N,0,0,0,0,0,0
1034,"IRRIGATION, DAWSON",IRRIGATION,O,DAWSON,N,0,0,13407,13475,13505,13519
1035,"IRRIGATION, DEAF SMITH",IRRIGATION,O,DEAF SMITH,N,18836,87769,87769,87769,87719,87669
1036,"IRRIGATION, DELTA",IRRIGATION,D,DELTA,N,0,0,0,0,0,0
1037,"IRRIGATION, DENTON",IRRIGATION,C,DENTON,N,0,0,0,0,0,0
1038,"IRRIGATION, DEWITT",IRRIGATION,L,DEWITT,N,318,318,265,265,0,0
1039,"IRRIGATION, DICKENS",IRRIGATION,O,DICKENS,N,0,0,0,0,0,0
1040,"IRRIGATION, DIMMIT",IRRIGATION,L,DIMMIT,N,5249,5249,5249,5249,5249,5249
1041,"IRRIGATION, DONLEY",IRRIGATION,A,DONLEY,N,0,0,0,0,0,0
1042,"IRRIGATION, DUVAL",IRRIGATION,N,DUVAL,N,0,0,0,0,0,0
1043,"IRRIGATION, EASTLAND",IRRIGATION,G,EASTLAND,N,0,0,0,0,0,0
1044,"IRRIGATION, ECTOR",IRRIGATION,F,ECTOR,N,0,0,0,0,0,0
1045,"IRRIGATION, EDWARDS",IRRIGATION,J,EDWARDS,N,0,0,0,0,0,0
1046,"IRRIGATION, ELLIS",IRRIGATION,C,ELLIS,N,748,748,748,748,748,748
1047,"IRRIGATION, EL PASO",IRRIGATION,E,EL PASO,N,46404,46404,46404,46404,46404,46404
1048,"IRRIGATION, ERATH",IRRIGATION,G,ERATH,N,0,0,0,0,0,0
1049,"IRRIGATION, FALLS",IRRIGATION,G,FALLS,N,0,0,0,0,0,0
1050,"IRRIGATION, FANNIN",IRRIGATION,C,FANNIN,N,3836,3836,3836,3836,3836,3836
1051,"IRRIGATION, FAYETTE",IRRIGATION,K,FAYETTE,N,0,0,0,0,0,0
1052,"IRRIGATION, FISHER",IRRIGATION,G,FISHER,N,0,0,0,0,0,0
1053,"IRRIGATION, FLOYD",IRRIGATION,O,FLOYD,N,41938,42645,26307,23187,23187,23187
1054,"IRRIGATION, FOARD",IRRIGATION,B,FOARD,N,0,0,0,0,0,0
1055,"IRRIGATION, FORT BEND",IRRIGATION,H,FORT BEND,N,0,0,0,0,0,0
1056,"IRRIGATION, FREESTONE",IRRIGATION,C,FREESTONE,N,0,0,0,0,0,0
1057,"IRRIGATION, FRIO",IRRIGATION,L,FRIO,N,0,0,1838,3612,5332,7146
1058,"IRRIGATION, GAINES",IRRIGATION,O,GAINES,N,105558,167104,167104,167104,167104,167104
1059,"IRRIGATION, GALVESTON",IRRIGATION,H,GALVESTON,N,4804,4804,4804,4804,4804,4804
1060,"IRRIGATION, GARZA",IRRIGATION,O,GARZA,N,0,0,0,0,0,0
1061,"IRRIGATION, GILLESPIE",IRRIGATION,K,GILLESPIE,N,0,0,0,0,0,0
1062,"IRRIGATION, GLASSCOCK",IRRIGATION,F,GLASSCOCK,N,0,0,0,0,0,0
1063,"IRRIGATION, GOLIAD",IRRIGATION,L,GOLIAD,N,388,388,388,388,388,388
1064,"IRRIGATION, GONZALES",IRRIGATION,L,GONZALES,N,0,0,0,0,0,0
1065,"IRRIGATION, GRAY",IRRIGATION,A,GRAY,N,0,0,0,0,2687,2687
1066,"IRRIGATION, GRAYSON",IRRIGATION,C,GRAYSON,N,0,0,0,0,0,0
1068,"IRRIGATION, GUADALUPE",IRRIGATION,L,GUADALUPE,N,0,0,0,0,0,0
1069,"IRRIGATION, HALE",IRRIGATION,O,HALE,N,106582,211765,211765,211765,211765,211765
1070,"IRRIGATION, HALL",IRRIGATION,A,HALL,N,15637,14325,11397,8194,5206,6480
1071,"IRRIGATION, HAMILTON",IRRIGATION,G,HAMILTON,N,0,0,0,0,0,0
1072,"IRRIGATION, HANSFORD",IRRIGATION,A,HANSFORD,N,0,0,0,0,0,0
1073,"IRRIGATION, HARDEMAN",IRRIGATION,B,HARDEMAN,N,0,0,0,0,0,0
1074,"IRRIGATION, HARDIN",IRRIGATION,I,HARDIN,N,0,0,0,0,0,0
1075,"IRRIGATION, HARRIS",IRRIGATION,H,HARRIS,N,0,0,0,0,0,0
1076,"IRRIGATION, HARRISON",IRRIGATION,D,HARRISON,N,532,532,532,532,532,532
1077,"IRRIGATION, HARTLEY",IRRIGATION,A,HARTLEY,N,84766,192765,177587,159542,141411,141411
1078,"IRRIGATION, HASKELL",IRRIGATION,G,HASKELL,N,16679,16793,14462,14742,15721,15835
1079,"IRRIGATION, HAYS",IRRIGATION,K,HAYS,Y,0,0,0,0,0,0
1079,"IRRIGATION, HAYS",IRRIGATION,L,HAYS,Y,0,0,0,0,0,0
1080,"IRRIGATION, HEMPHILL",IRRIGATION,A,HEMPHILL,N,0,0,0,0,0,0
1081,"IRRIGATION, HENDERSON",IRRIGATION,C,HENDERSON,Y,0,0,0,0,0,0
1081,"IRRIGATION, HENDERSON",IRRIGATION,I,HENDERSON,Y,0,0,0,0,30,50
1082,"IRRIGATION, HIDALGO",IRRIGATION,M,HIDALGO,N,410396,388343,366308,344618,322239,300204
1083,"IRRIGATION, HILL",IRRIGATION,G,HILL,N,210,211,210,211,210,211
1084,"IRRIGATION, HOCKLEY",IRRIGATION,O,HOCKLEY,N,0,43079,30841,27096,27096,27096
1085,"IRRIGATION, HOOD",IRRIGATION,G,HOOD,N,0,0,0,0,0,0
1086,"IRRIGATION, HOPKINS",IRRIGATION,D,HOPKINS,N,4627,4627,4627,4627,4627,4627
1087,"IRRIGATION, HOUSTON",IRRIGATION,I,HOUSTON,N,0,0,0,0,0,0
1088,"IRRIGATION, HOWARD",IRRIGATION,F,HOWARD,N,0,0,0,0,0,0
1089,"IRRIGATION, HUDSPETH",IRRIGATION,E,HUDSPETH,N,0,0,0,0,0,0
1090,"IRRIGATION, HUNT",IRRIGATION,D,HUNT,N,230,230,230,230,230,230
1091,"IRRIGATION, HUTCHINSON",IRRIGATION,A,HUTCHINSON,N,0,0,0,0,0,0
1092,"IRRIGATION, IRION",IRRIGATION,F,IRION,N,507,507,507,507,507,507
1093,"IRRIGATION, JACKSON",IRRIGATION,P,JACKSON,N,0,0,0,0,0,0
1094,"IRRIGATION, JEFF DAVIS",IRRIGATION,E,JEFF DAVIS,N,0,0,0,0,0,0
1095,"IRRIGATION, JEFFERSON",IRRIGATION,I,JEFFERSON,N,0,0,0,0,0,0
1096,"IRRIGATION, JIM HOGG",IRRIGATION,M,JIM HOGG,N,8,0,0,0,0,0
1097,"IRRIGATION, JIM WELLS",IRRIGATION,N,JIM WELLS,N,333,333,333,333,333,333
1098,"IRRIGATION, JOHNSON",IRRIGATION,G,JOHNSON,N,269,269,269,269,269,269
1099,"IRRIGATION, JONES",IRRIGATION,G,JONES,N,191,191,191,191,191,191
1100,"IRRIGATION, KARNES",IRRIGATION,L,KARNES,N,268,268,827,827,827,827
1101,"IRRIGATION, KAUFMAN",IRRIGATION,C,KAUFMAN,N,0,0,0,0,0,0
1102,"IRRIGATION, KENDALL",IRRIGATION,L,KENDALL,N,1,1,1,1,1,1
1104,"IRRIGATION, KENT",IRRIGATION,G,KENT,N,0,0,0,0,0,0
1105,"IRRIGATION, KERR",IRRIGATION,J,KERR,N,0,0,0,0,0,0
1106,"IRRIGATION, KIMBLE",IRRIGATION,F,KIMBLE,N,1103,1103,1103,1103,1103,1103
1108,"IRRIGATION, KINNEY",IRRIGATION,J,KINNEY,N,0,0,0,0,0,0
1109,"IRRIGATION, KLEBERG",IRRIGATION,N,KLEBERG,N,0,0,0,0,0,0
1110,"IRRIGATION, KNOX",IRRIGATION,G,KNOX,N,14884,17282,13590,11488,11188,13381
1111,"IRRIGATION, LAMAR",IRRIGATION,D,LAMAR,N,1468,1468,1468,1468,1468,1468
1112,"IRRIGATION, LAMB",IRRIGATION,O,LAMB,N,75376,186771,186771,186771,186771,186771
1113,"IRRIGATION, LAMPASAS",IRRIGATION,G,LAMPASAS,N,227,230,233,236,239,242
1114,"IRRIGATION, LA SALLE",IRRIGATION,L,LA SALLE,N,1184,1203,1223,1248,1271,1294
1115,"IRRIGATION, LAVACA",IRRIGATION,P,LAVACA,N,0,0,0,0,0,0
1116,"IRRIGATION, LEE",IRRIGATION,G,LEE,N,0,0,0,0,0,0
1117,"IRRIGATION, LEON",IRRIGATION,H,LEON,N,0,0,0,0,0,0
1118,"IRRIGATION, LIBERTY",IRRIGATION,H,LIBERTY,N,9344,9344,9344,9344,9344,9344
1119,"IRRIGATION, LIPSCOMB",IRRIGATION,A,LIPSCOMB,N,0,0,0,0,0,0
1120,"IRRIGATION, LIVE OAK",IRRIGATION,N,LIVE OAK,N,343,534,534,534,534,534
1121,"IRRIGATION, LLANO",IRRIGATION,K,LLANO,N,0,0,0,0,0,0
1123,"IRRIGATION, LUBBOCK",IRRIGATION,O,LUBBOCK,N,3892,40264,41064,41064,41064,41064
1124,"IRRIGATION, LYNN",IRRIGATION,O,LYNN,N,0,0,5465,12311,16566,19274
1125,"IRRIGATION, MCCULLOCH",IRRIGATION,F,MCCULLOCH,N,0,0,0,0,0,0
1126,"IRRIGATION, MCLENNAN",IRRIGATION,G,MCLENNAN,N,0,0,0,0,0,0
1127,"IRRIGATION, MADISON",IRRIGATION,H,MADISON,N,0,0,0,0,0,0
1129,"IRRIGATION, MARTIN",IRRIGATION,F,MARTIN,N,0,0,0,685,3165,4882
1130,"IRRIGATION, MASON",IRRIGATION,F,MASON,N,0,0,0,0,0,0
1131,"IRRIGATION, MATAGORDA",IRRIGATION,K,MATAGORDA,N,123222,118068,113053,108173,103424,98803
1132,"IRRIGATION, MAVERICK",IRRIGATION,M,MAVERICK,N,17694,15725,13755,11786,9817,7848
1133,"IRRIGATION, MEDINA",IRRIGATION,L,MEDINA,N,35430,35757,35690,36009,36174,37226
1134,"IRRIGATION, MENARD",IRRIGATION,F,MENARD,N,0,0,0,0,0,0
1135,"IRRIGATION, MIDLAND",IRRIGATION,F,MIDLAND,N,1,0,0,0,1,0
1136,"IRRIGATION, MILAM",IRRIGATION,G,MILAM,N,0,104,205,0,0,0
1137,"IRRIGATION, MILLS",IRRIGATION,K,MILLS,N,1737,1737,1737,1737,1737,1737
1138,"IRRIGATION, MITCHELL",IRRIGATION,F,MITCHELL,N,1584,1858,1763,1645,1566,1482
1139,"IRRIGATION, MONTAGUE",IRRIGATION,B,MONTAGUE,N,0,0,0,0,0,0
1140,"IRRIGATION, MONTGOMERY",IRRIGATION,H,MONTGOMERY,N,0,0,0,0,0,0
1141,"IRRIGATION, MOORE",IRRIGATION,A,MOORE,N,9208,47976,49251,43861,38281,38281
1142,"IRRIGATION, MOTLEY",IRRIGATION,O,MOTLEY,N,0,0,0,0,0,0
1143,"IRRIGATION, NACOGDOCHES",IRRIGATION,I,NACOGDOCHES,N,0,0,0,0,0,0
1144,"IRRIGATION, NEWTON",IRRIGATION,I,NEWTON,N,0,0,0,0,0,0
1145,"IRRIGATION, NOLAN",IRRIGATION,G,NOLAN,N,8237,8237,8237,8237,8237,8237
1146,"IRRIGATION, NUECES",IRRIGATION,N,NUECES,N,51,51,51,51,51,51
1147,"IRRIGATION, OCHILTREE",IRRIGATION,A,OCHILTREE,N,0,0,0,0,0,0
1148,"IRRIGATION, OLDHAM",IRRIGATION,A,OLDHAM,N,0,0,0,0,0,0
1149,"IRRIGATION, ORANGE",IRRIGATION,I,ORANGE,N,526,526,526,526,526,526
1150,"IRRIGATION, PALO PINTO",IRRIGATION,G,PALO PINTO,N,2326,2326,2326,2326,2326,2326
1151,"IRRIGATION, PARKER",IRRIGATION,C,PARKER,N,0,0,0,0,0,0
1152,"IRRIGATION, PARMER",IRRIGATION,O,PARMER,N,122909,161748,161748,161748,160988,160887
1153,"IRRIGATION, PECOS",IRRIGATION,F,PECOS,N,0,0,0,0,0,0
1154,"IRRIGATION, POLK",IRRIGATION,H,POLK,Y,0,0,0,0,0,0
1154,"IRRIGATION, POLK",IRRIGATION,I,POLK,Y,0,0,0,0,0,0
1155,"IRRIGATION, POTTER",IRRIGATION,A,POTTER,N,0,0,0,0,0,0
1156,"IRRIGATION, PRESIDIO",IRRIGATION,E,PRESIDIO,N,0,0,0,0,0,0
1157,"IRRIGATION, RANDALL",IRRIGATION,A,RANDALL,N,0,0,0,0,0,0
1158,"IRRIGATION, REAGAN",IRRIGATION,F,REAGAN,N,0,0,0,0,0,0
1159,"IRRIGATION, REAL",IRRIGATION,J,REAL,N,0,0,0,0,0,0
1160,"IRRIGATION, RED RIVER",IRRIGATION,D,RED RIVER,N,2154,2154,2154,2154,2154,2154
1161,"IRRIGATION, REEVES",IRRIGATION,F,REEVES,N,0,0,0,0,0,0
1162,"IRRIGATION, REFUGIO",IRRIGATION,L,REFUGIO,N,0,0,0,0,0,0
1163,"IRRIGATION, ROBERTS",IRRIGATION,A,ROBERTS,N,0,0,0,0,0,0
1164,"IRRIGATION, ROBERTSON",IRRIGATION,G,ROBERTSON,N,12851,16181,17100,17718,17829,17921
1165,"IRRIGATION, ROCKWALL",IRRIGATION,C,ROCKWALL,N,0,0,0,0,0,0
1166,"IRRIGATION, RUNNELS",IRRIGATION,F,RUNNELS,N,0,0,0,0,0,0
1167,"IRRIGATION, RUSK",IRRIGATION,I,RUSK,N,0,0,0,0,0,0
1168,"IRRIGATION, SAN AUGUSTINE",IRRIGATION,I,SAN AUGUSTINE,N,0,0,0,0,0,0
1169,"IRRIGATION, SAN JACINTO",IRRIGATION,H,SAN JACINTO,N,0,0,0,0,0,0
1170,"IRRIGATION, SAN PATRICIO",IRRIGATION,N,SAN PATRICIO,N,204,204,204,204,204,204
1171,"IRRIGATION, SAN SABA",IRRIGATION,K,SAN SABA,N,0,0,0,0,0,0
1172,"IRRIGATION, SCHLEICHER",IRRIGATION,F,SCHLEICHER,N,0,0,0,0,0,0
1173,"IRRIGATION, SCURRY",IRRIGATION,F,SCURRY,N,6531,6555,6565,6562,6560,6563
1175,"IRRIGATION, SHELBY",IRRIGATION,I,SHELBY,N,0,0,0,0,0,0
1176,"IRRIGATION, SHERMAN",IRRIGATION,A,SHERMAN,N,0,0,29567,38831,38207,38423
1177,"IRRIGATION, SMITH",IRRIGATION,D,SMITH,Y,0,0,0,0,0,0
1177,"IRRIGATION, SMITH",IRRIGATION,I,SMITH,Y,0,0,0,0,0,0
1178,"IRRIGATION, SOMERVELL",IRRIGATION,G,SOMERVELL,N,0,0,0,0,0,0
1179,"IRRIGATION, STARR",IRRIGATION,M,STARR,N,19581,18816,18050,17285,16519,15754
1180,"IRRIGATION, STEPHENS",IRRIGATION,G,STEPHENS,N,121,121,121,121,121,121
1181,"IRRIGATION, STERLING",IRRIGATION,F,STERLING,N,0,0,0,0,0,0
1182,"IRRIGATION, STONEWALL",IRRIGATION,G,STONEWALL,N,0,0,0,0,0,0
